BilledAmt,Date
1050,3/15/2012
300,3/15/2012
1800,3/15/2012
75,3/15/2012
150,3/15/2012
3375,3/15/2012
225,3/15/2012
1350,3/15/2012
1200,3/15/2012
225,3/15/2012
525,3/15/2012
1050,3/15/2012
375,3/15/2012
300,3/16/2012
600,3/16/2012
75,3/16/2012
300,3/16/2012
375,3/16/2012
225,3/16/2012
75,3/16/2012
750,3/16/2012
1500,3/16/2012
600,3/16/2012
3300,3/16/2012
1800,3/16/2012
1500,3/16/2012
1200,3/16/2012
1575,3/16/2012
1575,3/16/2012
450,3/16/2012
2700,3/16/2012
675,3/16/2012
600,3/16/2012
600,3/16/2012
375,3/16/2012
150,3/16/2012
975,3/16/2012
225,3/16/2012
300,3/16/2012
225,3/16/2012
225,3/16/2012
75,3/16/2012
225,3/16/2012
450,3/16/2012
75,3/16/2012
1125,3/16/2012
375,3/16/2012
150,3/16/2012
375,3/16/2012
675,3/16/2012
3000,3/16/2012
450,3/16/2012
450,3/16/2012
750,3/16/2012
1575,3/16/2012
300,3/16/2012
375,3/16/2012
675,3/16/2012
1050,3/16/2012
150,3/16/2012
525,3/16/2012
1200,3/16/2012
150,3/16/2012
1050,3/16/2012
600,3/16/2012
525,3/16/2012
375,3/16/2012
375,3/16/2012
1050,3/16/2012
300,3/16/2012
600,3/16/2012
525,3/16/2012
2250,3/16/2012
75,3/16/2012
525,3/17/2012
525,3/17/2012
3150,3/17/2012
300,3/17/2012
225,3/17/2012
300,3/17/2012
75,3/17/2012
1500,3/17/2012
600,3/17/2012
900,3/17/2012
1050,3/17/2012
600,3/17/2012
600,3/17/2012
150,3/17/2012
825,3/17/2012
1350,3/17/2012
450,3/17/2012
225,3/17/2012
150,3/17/2012
300,3/17/2012
300,3/17/2012
975,3/17/2012
375,3/17/2012
600,3/17/2012
1500,3/17/2012
300,3/17/2012
75,3/17/2012
300,3/17/2012
300,3/17/2012
1125,3/17/2012
1350,3/17/2012
300,3/17/2012
450,3/17/2012
300,3/17/2012
150,3/17/2012
150,3/17/2012
1350,3/17/2012
750,3/17/2012
300,3/17/2012
150,3/17/2012
225,3/17/2012
1050,3/17/2012
900,3/17/2012
900,3/17/2012
225,3/18/2012
825,3/18/2012
150,3/18/2012
525,3/18/2012
150,3/18/2012
2100,3/18/2012
900,3/18/2012
675,3/18/2012
675,3/18/2012
150,3/18/2012
150,3/18/2012
300,3/18/2012
2400,3/18/2012
2025,3/18/2012
525,3/18/2012
300,3/18/2012
150,3/18/2012
600,3/18/2012
375,3/18/2012
1200,3/18/2012
150,3/18/2012
300,3/18/2012
600,3/18/2012
300,3/18/2012
1950,3/18/2012
450,3/18/2012
1125,3/18/2012
225,3/18/2012
225,3/18/2012
600,3/18/2012
150,3/18/2012
900,3/18/2012
75,3/18/2012
225,3/18/2012
600,3/18/2012
1200,3/18/2012
450,3/18/2012
450,3/18/2012
600,3/18/2012
450,3/18/2012
975,3/18/2012
450,3/18/2012
1125,3/18/2012
150,3/18/2012
150,3/19/2012
300,3/19/2012
525,3/19/2012
75,3/19/2012
225,3/19/2012
450,3/19/2012
900,3/19/2012
1200,3/19/2012
1200,3/19/2012
225,3/19/2012
300,3/19/2012
1350,3/19/2012
450,3/19/2012
300,3/19/2012
225,3/19/2012
150,3/19/2012
300,3/19/2012
150,3/19/2012
2250,3/19/2012
150,3/19/2012
1050,3/19/2012
600,3/19/2012
375,3/19/2012
2700,3/19/2012
525,3/19/2012
150,3/19/2012
1050,3/19/2012
1200,3/19/2012
300,3/19/2012
750,3/19/2012
450,3/19/2012
750,3/19/2012
375,3/19/2012
75,3/19/2012
300,3/19/2012
450,3/19/2012
1125,3/19/2012
1125,3/19/2012
675,3/19/2012
525,3/19/2012
150,3/19/2012
300,3/19/2012
150,3/19/2012
600,3/19/2012
300,3/19/2012
1350,3/19/2012
750,3/19/2012
1200,3/19/2012
750,3/19/2012
900,3/19/2012
150,3/19/2012
75,3/19/2012
225,3/19/2012
600,3/19/2012
450,3/19/2012
900,3/19/2012
300,3/19/2012
525,3/19/2012
600,3/19/2012
450,3/19/2012
1575,3/19/2012
525,3/19/2012
375,3/19/2012
900,3/19/2012
525,3/19/2012
600,3/19/2012
600,3/19/2012
1125,3/19/2012
1350,3/19/2012
150,3/19/2012
150,3/20/2012
300,3/20/2012
3150,3/20/2012
75,3/20/2012
600,3/20/2012
1800,3/20/2012
600,3/20/2012
1800,3/20/2012
1200,3/20/2012
150,3/20/2012
150,3/20/2012
150,3/20/2012
300,3/20/2012
450,3/20/2012
225,3/20/2012
1050,3/20/2012
150,3/20/2012
975,3/20/2012
900,3/20/2012
1200,3/20/2012
150,3/20/2012
150,3/20/2012
225,3/20/2012
375,3/20/2012
300,3/20/2012
1350,3/20/2012
225,3/20/2012
150,3/20/2012
150,3/20/2012
150,3/20/2012
600,3/20/2012
600,3/20/2012
450,3/20/2012
1875,3/20/2012
75,3/20/2012
975,3/20/2012
300,3/20/2012
225,3/20/2012
375,3/20/2012
1575,3/20/2012
675,3/20/2012
900,3/20/2012
225,3/20/2012
600,3/20/2012
675,3/20/2012
1050,3/20/2012
450,3/20/2012
450,3/20/2012
225,3/20/2012
375,3/20/2012
300,3/20/2012
1500,3/20/2012
900,3/20/2012
1800,3/20/2012
300,3/20/2012
825,3/20/2012
450,3/20/2012
600,3/20/2012
1800,3/20/2012
900,3/20/2012
300,3/20/2012
300,3/20/2012
525,3/20/2012
450,3/20/2012
75,3/20/2012
1800,3/20/2012
750,3/20/2012
1800,3/20/2012
1200,3/20/2012
600,3/20/2012
3375,3/20/2012
900,3/20/2012
1650,3/20/2012
525,3/21/2012
525,3/21/2012
75,3/21/2012
225,3/21/2012
300,3/21/2012
450,3/21/2012
300,3/21/2012
900,3/21/2012
1500,3/21/2012
525,3/21/2012
225,3/21/2012
3000,3/21/2012
1800,3/21/2012
1500,3/21/2012
900,3/21/2012
2400,3/21/2012
750,3/21/2012
600,3/21/2012
300,3/21/2012
225,3/21/2012
450,3/21/2012
750,3/21/2012
750,3/21/2012
600,3/21/2012
300,3/21/2012
525,3/21/2012
1050,3/21/2012
450,3/21/2012
450,3/21/2012
675,3/21/2012
75,3/21/2012
375,3/21/2012
900,3/21/2012
675,3/21/2012
300,3/21/2012
450,3/21/2012
375,3/21/2012
375,3/21/2012
75,3/21/2012
150,3/21/2012
675,3/21/2012
1275,3/21/2012
600,3/21/2012
375,3/21/2012
300,3/21/2012
225,3/21/2012
675,3/21/2012
225,3/21/2012
1875,3/21/2012
375,3/21/2012
225,3/21/2012
750,3/21/2012
750,3/21/2012
450,3/21/2012
600,3/21/2012
150,3/21/2012
2025,3/21/2012
1350,3/21/2012
150,3/21/2012
2250,3/21/2012
900,3/21/2012
150,3/21/2012
525,3/22/2012
525,3/22/2012
150,3/22/2012
450,3/22/2012
450,3/22/2012
300,3/22/2012
300,3/22/2012
225,3/22/2012
750,3/22/2012
2400,3/22/2012
1200,3/22/2012
150,3/22/2012
450,3/22/2012
1050,3/22/2012
2025,3/22/2012
450,3/22/2012
600,3/22/2012
450,3/22/2012
1350,3/22/2012
375,3/22/2012
600,3/22/2012
150,3/22/2012
1800,3/22/2012
75,3/22/2012
75,3/22/2012
450,3/22/2012
150,3/22/2012
525,3/22/2012
750,3/22/2012
600,3/22/2012
3375,3/22/2012
675,3/22/2012
1950,3/22/2012
150,3/22/2012
300,3/22/2012
3375,3/22/2012
150,3/22/2012
75,3/22/2012
225,3/22/2012
450,3/22/2012
1125,3/22/2012
450,3/22/2012
300,3/22/2012
300,3/22/2012
1350,3/22/2012
450,3/22/2012
1425,3/22/2012
600,3/22/2012
75,3/22/2012
375,3/22/2012
750,3/22/2012
375,3/22/2012
450,3/22/2012
150,3/22/2012
1050,3/22/2012
750,3/22/2012
450,3/22/2012
900,3/22/2012
300,3/22/2012
450,3/22/2012
150,3/22/2012
300,3/22/2012
150,3/22/2012
600,3/22/2012
150,3/23/2012
150,3/23/2012
300,3/23/2012
375,3/23/2012
375,3/23/2012
900,3/23/2012
900,3/23/2012
450,3/23/2012
75,3/23/2012
1050,3/23/2012
1200,3/23/2012
75,3/23/2012
150,3/23/2012
1050,3/23/2012
900,3/23/2012
375,3/23/2012
375,3/23/2012
300,3/23/2012
300,3/23/2012
2475,3/23/2012
450,3/23/2012
300,3/23/2012
300,3/23/2012
225,3/23/2012
675,3/23/2012
1050,3/23/2012
900,3/23/2012
600,3/23/2012
2250,3/23/2012
600,3/23/2012
375,3/23/2012
600,3/23/2012
525,3/23/2012
600,3/23/2012
525,3/23/2012
300,3/23/2012
225,3/23/2012
2925,3/23/2012
75,3/23/2012
1350,3/23/2012
300,3/23/2012
675,3/23/2012
225,3/23/2012
300,3/23/2012
750,3/23/2012
750,3/23/2012
375,3/23/2012
750,3/23/2012
75,3/23/2012
900,3/23/2012
300,3/23/2012
150,3/23/2012
1125,3/23/2012
1875,3/23/2012
1200,3/23/2012
1800,3/23/2012
225,3/23/2012
225,3/23/2012
375,3/23/2012
75,3/23/2012
900,3/23/2012
300,3/23/2012
600,3/23/2012
1050,3/23/2012
525,3/23/2012
525,3/23/2012
150,3/23/2012
525,3/23/2012
300,3/23/2012
300,3/23/2012
150,3/23/2012
300,3/23/2012
450,3/23/2012
1350,3/23/2012
300,3/24/2012
300,3/24/2012
375,3/24/2012
300,3/24/2012
225,3/24/2012
225,3/24/2012
3000,3/24/2012
675,3/24/2012
225,3/24/2012
225,3/24/2012
2400,3/24/2012
1050,3/24/2012
675,3/24/2012
1200,3/24/2012
450,3/24/2012
300,3/24/2012
150,3/24/2012
825,3/24/2012
75,3/24/2012
375,3/24/2012
150,3/24/2012
1200,3/24/2012
1050,3/24/2012
750,3/24/2012
675,3/24/2012
225,3/24/2012
300,3/24/2012
450,3/24/2012
750,3/24/2012
450,3/24/2012
1050,3/24/2012
300,3/24/2012
150,3/24/2012
975,3/24/2012
450,3/24/2012
450,3/24/2012
975,3/24/2012
675,3/24/2012
1200,3/24/2012
150,3/25/2012
450,3/25/2012
450,3/25/2012
375,3/25/2012
900,3/25/2012
900,3/25/2012
1200,3/25/2012
150,3/25/2012
225,3/25/2012
900,3/25/2012
375,3/25/2012
600,3/25/2012
150,3/25/2012
450,3/25/2012
1200,3/25/2012
450,3/25/2012
150,3/25/2012
2025,3/25/2012
750,3/25/2012
300,3/25/2012
150,3/25/2012
525,3/25/2012
1875,3/25/2012
900,3/25/2012
375,3/25/2012
900,3/25/2012
1050,3/25/2012
600,3/25/2012
450,3/25/2012
975,3/25/2012
300,3/25/2012
1350,3/25/2012
150,3/25/2012
600,3/25/2012
600,3/25/2012
450,3/25/2012
1800,3/25/2012
225,3/25/2012
3375,3/25/2012
150,3/25/2012
300,3/25/2012
750,3/25/2012
150,3/25/2012
150,3/25/2012
375,3/26/2012
150,3/26/2012
375,3/26/2012
225,3/26/2012
75,3/26/2012
750,3/26/2012
900,3/26/2012
3000,3/26/2012
900,3/26/2012
1800,3/26/2012
2100,3/26/2012
75,3/26/2012
150,3/26/2012
600,3/26/2012
450,3/26/2012
225,3/26/2012
750,3/26/2012
150,3/26/2012
300,3/26/2012
450,3/26/2012
450,3/26/2012
450,3/26/2012
225,3/26/2012
600,3/26/2012
600,3/26/2012
150,3/26/2012
3600,3/26/2012
450,3/26/2012
750,3/26/2012
900,3/26/2012
150,3/26/2012
150,3/26/2012
2250,3/26/2012
450,3/26/2012
450,3/26/2012
150,3/26/2012
300,3/26/2012
1800,3/26/2012
300,3/26/2012
1125,3/26/2012
225,3/26/2012
750,3/26/2012
225,3/26/2012
525,3/26/2012
450,3/26/2012
1125,3/26/2012
750,3/26/2012
450,3/26/2012
1200,3/26/2012
450,3/26/2012
750,3/26/2012
600,3/26/2012
600,3/26/2012
375,3/26/2012
300,3/26/2012
750,3/26/2012
750,3/26/2012
1875,3/26/2012
225,3/26/2012
750,3/26/2012
600,3/26/2012
150,3/26/2012
675,3/26/2012
675,3/26/2012
1500,3/26/2012
225,3/26/2012
450,3/26/2012
675,3/26/2012
1500,3/26/2012
1500,3/26/2012
600,3/26/2012
375,3/27/2012
375,3/27/2012
450,3/27/2012
1950,3/27/2012
750,3/27/2012
900,3/27/2012
450,3/27/2012
375,3/27/2012
900,3/27/2012
900,3/27/2012
150,3/27/2012
225,3/27/2012
975,3/27/2012
750,3/27/2012
150,3/27/2012
225,3/27/2012
450,3/27/2012
1350,3/27/2012
1800,3/27/2012
1350,3/27/2012
1200,3/27/2012
825,3/27/2012
2700,3/27/2012
1050,3/27/2012
225,3/27/2012
1050,3/27/2012
450,3/27/2012
300,3/27/2012
450,3/27/2012
375,3/27/2012
450,3/27/2012
1350,3/27/2012
225,3/27/2012
600,3/27/2012
525,3/27/2012
1125,3/27/2012
600,3/27/2012
600,3/27/2012
75,3/27/2012
300,3/27/2012
900,3/27/2012
450,3/27/2012
900,3/27/2012
1950,3/27/2012
1125,3/27/2012
225,3/27/2012
300,3/27/2012
900,3/27/2012
150,3/27/2012
450,3/27/2012
450,3/27/2012
450,3/27/2012
225,3/27/2012
225,3/27/2012
300,3/27/2012
300,3/27/2012
450,3/27/2012
1200,3/27/2012
600,3/27/2012
375,3/27/2012
1050,3/27/2012
750,3/27/2012
75,3/27/2012
450,3/27/2012
1350,3/27/2012
1800,3/27/2012
225,3/27/2012
150,3/27/2012
375,3/27/2012
450,3/27/2012
525,3/28/2012
225,3/28/2012
150,3/28/2012
150,3/28/2012
150,3/28/2012
375,3/28/2012
150,3/28/2012
150,3/28/2012
150,3/28/2012
300,3/28/2012
1200,3/28/2012
150,3/28/2012
375,3/28/2012
900,3/28/2012
300,3/28/2012
675,3/28/2012
1800,3/28/2012
1350,3/28/2012
1200,3/28/2012
2700,3/28/2012
450,3/28/2012
525,3/28/2012
900,3/28/2012
150,3/28/2012
525,3/28/2012
225,3/28/2012
225,3/28/2012
1350,3/28/2012
450,3/28/2012
375,3/28/2012
1350,3/28/2012
225,3/28/2012
2025,3/28/2012
300,3/28/2012
2250,3/28/2012
150,3/28/2012
1125,3/28/2012
450,3/28/2012
450,3/28/2012
150,3/28/2012
750,3/28/2012
450,3/28/2012
75,3/28/2012
525,3/28/2012
300,3/28/2012
1125,3/28/2012
450,3/28/2012
375,3/28/2012
675,3/28/2012
600,3/28/2012
750,3/28/2012
600,3/28/2012
375,3/28/2012
150,3/28/2012
450,3/28/2012
1050,3/28/2012
1650,3/28/2012
750,3/28/2012
525,3/28/2012
975,3/28/2012
525,3/28/2012
1050,3/28/2012
750,3/28/2012
150,3/29/2012
75,3/29/2012
375,3/29/2012
75,3/29/2012
375,3/29/2012
150,3/29/2012
225,3/29/2012
1800,3/29/2012
1800,3/29/2012
3000,3/29/2012
150,3/29/2012
225,3/29/2012
150,3/29/2012
150,3/29/2012
450,3/29/2012
675,3/29/2012
1800,3/29/2012
900,3/29/2012
1950,3/29/2012
525,3/29/2012
150,3/29/2012
525,3/29/2012
525,3/29/2012
825,3/29/2012
300,3/29/2012
1050,3/29/2012
2250,3/29/2012
150,3/29/2012
1050,3/29/2012
375,3/29/2012
2700,3/29/2012
150,3/29/2012
1875,3/29/2012
900,3/29/2012
975,3/29/2012
450,3/29/2012
1125,3/29/2012
1875,3/29/2012
450,3/29/2012
75,3/29/2012
1500,3/29/2012
150,3/29/2012
450,3/29/2012
675,3/29/2012
1125,3/29/2012
450,3/29/2012
675,3/29/2012
1500,3/29/2012
450,3/29/2012
1200,3/29/2012
300,3/29/2012
75,3/29/2012
375,3/29/2012
900,3/29/2012
450,3/29/2012
450,3/29/2012
900,3/29/2012
225,3/29/2012
900,3/29/2012
375,3/29/2012
300,3/29/2012
300,3/29/2012
300,3/29/2012
450,3/29/2012
1050,3/29/2012
150,3/30/2012
75,3/30/2012
375,3/30/2012
450,3/30/2012
150,3/30/2012
1800,3/30/2012
900,3/30/2012
5700,3/30/2012
2100,3/30/2012
600,3/30/2012
150,3/30/2012
150,3/30/2012
225,3/30/2012
600,3/30/2012
1575,3/30/2012
1350,3/30/2012
900,3/30/2012
1650,3/30/2012
1200,3/30/2012
450,3/30/2012
450,3/30/2012
900,3/30/2012
225,3/30/2012
1200,3/30/2012
450,3/30/2012
750,3/30/2012
300,3/30/2012
225,3/30/2012
225,3/30/2012
375,3/30/2012
1275,3/30/2012
225,3/30/2012
450,3/30/2012
1350,3/30/2012
300,3/30/2012
225,3/30/2012
1050,3/30/2012
225,3/30/2012
675,3/30/2012
300,3/30/2012
1350,3/30/2012
600,3/30/2012
750,3/30/2012
300,3/30/2012
150,3/30/2012
600,3/30/2012
975,3/30/2012
150,3/30/2012
1950,3/30/2012
750,3/30/2012
1350,3/30/2012
2250,3/30/2012
75,3/30/2012
300,3/30/2012
300,3/30/2012
600,3/30/2012
300,3/30/2012
675,3/30/2012
225,3/30/2012
150,3/30/2012
150,8/4/2013
600,8/4/2013
150,8/5/2013
2400,8/5/2013
3300,8/5/2013
675,8/5/2013
2700,8/5/2013
1800,8/5/2013
600,8/5/2013
750,8/5/2013
375,8/5/2013
300,8/5/2013
1500,8/5/2013
1500,8/5/2013
450,8/5/2013
75,8/5/2013
1050,8/5/2013
900,8/5/2013
750,8/5/2013
450,8/5/2013
450,8/5/2013
750,8/5/2013
450,8/5/2013
225,8/5/2013
225,8/5/2013
2250,8/5/2013
4500,8/5/2013
300,8/5/2013
450,8/5/2013
375,8/5/2013
1050,8/5/2013
300,8/5/2013
450,8/5/2013
300,8/5/2013
750,8/5/2013
150,8/5/2013
900,8/5/2013
1575,8/5/2013
1050,8/5/2013
1050,8/5/2013
375,8/5/2013
675,8/5/2013
1200,8/5/2013
600,8/5/2013
1500,8/5/2013
450,8/5/2013
1125,8/5/2013
750,8/5/2013
1125,8/5/2013
1650,8/5/2013
900,8/5/2013
450,8/5/2013
1200,8/5/2013
75,8/5/2013
450,8/5/2013
900,8/5/2013
1875,8/5/2013
750,8/5/2013
150,8/5/2013
225,8/6/2013
3300,8/6/2013
900,8/6/2013
600,8/6/2013
2100,8/6/2013
1800,8/6/2013
300,8/6/2013
1200,8/6/2013
225,8/6/2013
375,8/6/2013
1500,8/6/2013
600,8/6/2013
1200,8/6/2013
675,8/6/2013
525,8/6/2013
1200,8/6/2013
675,8/6/2013
1800,8/6/2013
150,8/6/2013
750,8/6/2013
1200,8/6/2013
450,8/6/2013
375,8/6/2013
3150,8/6/2013
600,8/6/2013
975,8/6/2013
75,8/6/2013
1500,8/6/2013
525,8/6/2013
1800,8/6/2013
1575,8/6/2013
600,8/6/2013
450,8/6/2013
1050,8/6/2013
1050,8/6/2013
75,8/6/2013
1575,8/6/2013
900,8/6/2013
375,8/6/2013
1500,8/6/2013
900,8/6/2013
150,8/6/2013
1800,8/6/2013
2100,8/6/2013
150,8/6/2013
3150,8/6/2013
375,8/6/2013
225,8/6/2013
375,8/6/2013
300,8/6/2013
1500,8/6/2013
2625,8/6/2013
600,8/6/2013
750,8/6/2013
600,8/6/2013
675,8/7/2013
3000,8/7/2013
2100,8/7/2013
300,8/7/2013
300,8/7/2013
2100,8/7/2013
1350,8/7/2013
750,8/7/2013
600,8/7/2013
150,8/7/2013
1800,8/7/2013
600,8/7/2013
300,8/7/2013
375,8/7/2013
2250,8/7/2013
1500,8/7/2013
2025,8/7/2013
75,8/7/2013
450,8/7/2013
1350,8/7/2013
2025,8/7/2013
225,8/7/2013
1200,8/7/2013
1800,8/7/2013
1350,8/7/2013
900,8/7/2013
825,8/7/2013
225,8/7/2013
1125,8/7/2013
2700,8/7/2013
75,8/7/2013
1050,8/7/2013
1650,8/7/2013
1650,8/7/2013
150,8/7/2013
525,8/7/2013
2100,8/7/2013
2250,8/7/2013
750,8/7/2013
375,8/7/2013
375,8/7/2013
300,8/7/2013
3150,8/7/2013
1500,8/7/2013
450,8/7/2013
525,8/7/2013
150,8/7/2013
1050,8/7/2013
225,8/7/2013
1125,8/7/2013
600,8/7/2013
675,8/7/2013
375,8/7/2013
450,8/7/2013
375,8/7/2013
1350,8/7/2013
300,8/7/2013
2475,8/7/2013
450,8/7/2013
225,8/7/2013
375,8/7/2013
900,8/7/2013
1200,8/7/2013
75,8/7/2013
450,8/7/2013
2700,8/7/2013
600,8/7/2013
150,8/7/2013
1050,8/7/2013
450,8/7/2013
375,8/7/2013
75,8/7/2013
525,8/7/2013
600,8/7/2013
75,8/7/2013
450,8/7/2013
450,8/7/2013
450,8/7/2013
375,8/7/2013
75,8/8/2013
1200,8/8/2013
750,8/8/2013
300,8/8/2013
375,8/8/2013
225,8/8/2013
225,8/8/2013
1500,8/8/2013
150,8/8/2013
1500,8/8/2013
150,8/8/2013
525,8/8/2013
2025,8/8/2013
300,8/8/2013
1200,8/8/2013
450,8/8/2013
1350,8/8/2013
450,8/8/2013
825,8/8/2013
2700,8/8/2013
525,8/8/2013
750,8/8/2013
750,8/8/2013
2700,8/8/2013
375,8/8/2013
525,8/8/2013
900,8/8/2013
975,8/8/2013
450,8/8/2013
225,8/8/2013
300,8/8/2013
1650,8/8/2013
675,8/8/2013
2250,8/8/2013
375,8/8/2013
3000,8/8/2013
825,8/8/2013
600,8/8/2013
375,8/8/2013
825,8/8/2013
1050,8/8/2013
1125,8/8/2013
975,8/8/2013
1050,8/8/2013
3000,8/8/2013
225,8/8/2013
525,8/8/2013
375,8/8/2013
1575,8/8/2013
300,8/8/2013
300,8/8/2013
750,8/8/2013
900,8/8/2013
225,8/8/2013
450,8/8/2013
1500,8/8/2013
750,8/8/2013
375,8/8/2013
900,8/8/2013
1050,8/8/2013
450,8/8/2013
450,8/8/2013
750,8/8/2013
1050,8/8/2013
750,8/8/2013
375,8/8/2013
750,8/8/2013
600,8/8/2013
3750,8/8/2013
2100,8/8/2013
1800,8/8/2013
4200,8/9/2013
900,8/9/2013
300,8/9/2013
825,8/9/2013
2400,8/9/2013
450,8/9/2013
225,8/9/2013
900,8/9/2013
525,8/9/2013
1350,8/9/2013
1350,8/9/2013
225,8/9/2013
225,8/9/2013
1500,8/9/2013
900,8/9/2013
2025,8/9/2013
225,8/9/2013
1350,8/9/2013
2700,8/9/2013
600,8/9/2013
450,8/9/2013
5850,8/9/2013
450,8/9/2013
600,8/9/2013
375,8/9/2013
225,8/9/2013
525,8/9/2013
450,8/9/2013
375,8/9/2013
525,8/9/2013
225,8/9/2013
75,8/9/2013
2400,8/9/2013
900,8/9/2013
1350,8/9/2013
300,8/9/2013
1050,8/9/2013
3000,8/9/2013
450,8/9/2013
1200,8/9/2013
2250,8/9/2013
3375,8/9/2013
375,8/9/2013
300,8/9/2013
1575,8/9/2013
1350,8/9/2013
1350,8/9/2013
1200,8/9/2013
750,8/9/2013
750,8/9/2013
750,8/9/2013
750,8/9/2013
2625,8/9/2013
1125,8/9/2013
600,8/9/2013
450,8/9/2013
1350,8/9/2013
750,8/9/2013
1500,8/9/2013
600,8/9/2013
1200,8/9/2013
1500,8/9/2013
750,8/9/2013
375,8/9/2013
600,8/9/2013
375,8/9/2013
450,8/9/2013
1800,8/10/2013
2400,8/10/2013
1800,8/10/2013
675,8/10/2013
600,8/10/2013
975,8/10/2013
2250,8/10/2013
600,8/10/2013
750,8/10/2013
375,8/10/2013
1350,8/10/2013
900,8/10/2013
900,8/10/2013
225,8/10/2013
600,8/10/2013
375,8/11/2013
600,8/11/2013
900,8/11/2013
450,8/11/2013
525,8/11/2013
1200,8/11/2013
1800,8/11/2013
150,8/11/2013
525,8/11/2013
450,8/11/2013
1050,8/11/2013
75,8/11/2013
375,8/11/2013
1350,8/11/2013
450,8/11/2013
525,8/11/2013
375,8/11/2013
1350,8/11/2013
375,8/11/2013
375,8/11/2013
525,8/11/2013
225,8/11/2013
1500,8/11/2013
375,8/11/2013
2250,8/11/2013
450,8/11/2013
675,8/11/2013
1200,8/11/2013
600,8/11/2013
450,8/11/2013
600,8/12/2013
2400,8/12/2013
75,8/12/2013
1800,8/12/2013
1800,8/12/2013
900,8/12/2013
900,8/12/2013
450,8/12/2013
750,8/12/2013
150,8/12/2013
1500,8/12/2013
450,8/12/2013
1050,8/12/2013
1800,8/12/2013
375,8/12/2013
525,8/12/2013
300,8/12/2013
225,8/12/2013
600,8/12/2013
3150,8/12/2013
1650,8/12/2013
750,8/12/2013
750,8/12/2013
900,8/12/2013
600,8/12/2013
375,8/12/2013
150,8/12/2013
750,8/12/2013
1500,8/12/2013
450,8/12/2013
225,8/12/2013
600,8/12/2013
150,8/12/2013
525,8/12/2013
600,8/12/2013
3375,8/12/2013
225,8/12/2013
975,8/12/2013
975,8/12/2013
2100,8/12/2013
600,8/12/2013
150,8/12/2013
1500,8/12/2013
900,8/12/2013
900,8/12/2013
4050,8/12/2013
1350,8/12/2013
675,8/12/2013
750,8/12/2013
450,8/12/2013
225,8/12/2013
600,8/12/2013
300,8/12/2013
375,8/12/2013
750,8/12/2013
450,8/13/2013
1500,8/13/2013
225,8/13/2013
3000,8/13/2013
2100,8/13/2013
1800,8/13/2013
600,8/13/2013
375,8/13/2013
1275,8/13/2013
1800,8/13/2013
750,8/13/2013
150,8/13/2013
525,8/13/2013
300,8/13/2013
600,8/13/2013
150,8/13/2013
375,8/13/2013
1125,8/13/2013
225,8/13/2013
225,8/13/2013
300,8/13/2013
2700,8/13/2013
900,8/13/2013
1050,8/13/2013
525,8/13/2013
300,8/13/2013
525,8/13/2013
525,8/13/2013
750,8/13/2013
6375,8/13/2013
1125,8/13/2013
750,8/13/2013
375,8/13/2013
600,8/13/2013
750,8/13/2013
225,8/13/2013
450,8/13/2013
375,8/13/2013
1350,8/13/2013
900,8/13/2013
2250,8/13/2013
525,8/13/2013
900,8/13/2013
750,8/13/2013
600,8/13/2013
150,8/13/2013
1500,8/13/2013
1800,8/13/2013
1050,8/13/2013
300,8/13/2013
2250,8/13/2013
225,8/13/2013
600,8/13/2013
75,8/13/2013
6300,8/13/2013
300,8/13/2013
375,8/13/2013
225,8/13/2013
225,8/13/2013
1650,8/13/2013
900,8/13/2013
150,8/14/2013
75,8/14/2013
750,8/14/2013
1800,8/14/2013
750,8/14/2013
750,8/14/2013
975,8/14/2013
300,8/14/2013
450,8/14/2013
375,8/14/2013
225,8/14/2013
1500,8/14/2013
1800,8/14/2013
750,8/14/2013
600,8/14/2013
75,8/14/2013
525,8/14/2013
600,8/14/2013
450,8/14/2013
600,8/14/2013
2025,8/14/2013
225,8/14/2013
600,8/14/2013
300,8/14/2013
1350,8/14/2013
225,8/14/2013
375,8/14/2013
525,8/14/2013
225,8/14/2013
450,8/14/2013
825,8/14/2013
4050,8/14/2013
1800,8/14/2013
675,8/14/2013
525,8/14/2013
150,8/14/2013
600,8/14/2013
1500,8/14/2013
525,8/14/2013
600,8/14/2013
1500,8/14/2013
525,8/14/2013
675,8/14/2013
225,8/14/2013
450,8/14/2013
675,8/14/2013
600,8/14/2013
1500,8/14/2013
1050,8/14/2013
900,8/14/2013
750,8/14/2013
450,8/14/2013
600,8/14/2013
825,8/15/2013
1350,8/15/2013
1350,8/15/2013
300,8/15/2013
450,8/15/2013
750,8/15/2013
300,8/15/2013
750,8/15/2013
1050,8/15/2013
1800,8/15/2013
300,8/15/2013
675,8/15/2013
450,8/15/2013
600,8/15/2013
900,8/15/2013
300,8/15/2013
2250,8/15/2013
375,8/15/2013
900,8/15/2013
525,8/15/2013
1800,8/15/2013
300,8/15/2013
225,8/15/2013
300,8/15/2013
75,8/15/2013
600,8/15/2013
600,8/15/2013
375,8/15/2013
900,8/15/2013
1350,8/15/2013
750,8/15/2013
900,8/15/2013
600,8/15/2013
750,8/15/2013
1500,8/15/2013
1200,8/15/2013
750,8/15/2013
1350,8/15/2013
1500,8/15/2013
1350,8/15/2013
675,8/15/2013
450,8/15/2013
450,8/15/2013
2100,8/15/2013
825,8/15/2013
750,8/15/2013
1650,8/15/2013
375,8/15/2013
600,8/15/2013
